Index,Date,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
802,10/6/2018,1,19.7,71,1.2,1986,14.2,0,0.5,0,Summer,No Holiday,Yes
803,25/07/2018,13,32.3,56,3,1504,22.3,1.74,0,0,Summer,No Holiday,Yes
804,17/09/2018,20,21.9,65,2.5,1986,15,0,0,0,Autumn,No Holiday,Yes
805,27/02/2018,0,2.6,40,1.8,1095,-9.6,0,0,0,Winter,No Holiday,Yes
806,16/05/2018,13,21.8,97,2.4,682,21.2,0.06,35,0,Spring,No Holiday,Yes
807,18/06/2018,12,28.4,45,2.2,649,15.3,2.92,0,0,Summer,No Holiday,Yes
808,26/10/2018,2,12.8,59,0.9,1804,4.9,0,0,0,Autumn,No Holiday,Yes
809,7/11/2018,4,10.6,95,0.7,94,9.8,0,0,0,Autumn,No Holiday,Yes
810,30/07/2018,14,35.3,41,1.3,2000,20,2.01,0,0,Summer,No Holiday,Yes
811,2/12/2017,5,-4,79,1.5,1202,-7.1,0,0,0,Winter,No Holiday,Yes
812,28/03/2018,16,18.3,43,4.3,1931,5.4,1.3,0,0,Spring,No Holiday,Yes
813,14/10/2018,1,9.5,65,0.9,990,3.2,0,0,0,Autumn,No Holiday,Yes
814,8/4/2018,3,2,50,2,2000,-7.3,0,0,0,Spring,No Holiday,Yes
815,28/09/2018,22,17.1,70,1,2000,11.5,0,0,0,Autumn,No Holiday,No
816,24/01/2018,1,-15,31,2.5,2000,-28.3,0,0,0.9,Winter,No Holiday,Yes
817,14/02/2018,19,3.9,37,1.4,1417,-9.4,0,0,0,Winter,No Holiday,Yes
818,24/05/2018,10,19.9,27,2.7,1775,0.3,2.44,0,0,Spring,No Holiday,Yes
819,24/07/2018,3,28.2,65,0.3,1999,20.9,0,0,0,Summer,No Holiday,Yes
820,25/08/2018,20,24.6,65,2.9,2000,17.5,0,0,0,Summer,No Holiday,Yes
821,26/06/2018,4,24.7,49,1,1293,13.2,0,0,0,Summer,No Holiday,Yes
822,17/08/2018,20,28.4,40,1.7,1887,13.4,0,0,0,Summer,No Holiday,Yes
823,4/8/2018,7,29.4,62,1.9,1758,21.3,0.24,0,0,Summer,No Holiday,Yes
824,16/03/2018,1,7.2,83,2.1,2000,4.4,0,0,0,Spring,No Holiday,Yes
825,28/01/2018,8,-8.1,43,1.7,1943,-18.5,0,0,0,Winter,No Holiday,Yes
826,8/12/2017,18,-3.1,33,1.2,2000,-17.1,0,0,0,Winter,No Holiday,Yes
827,20/03/2018,3,4.7,44,3.8,2000,-6.5,0,0,0,Spring,No Holiday,Yes
828,7/12/2017,15,4,35,3.1,1962,-10.1,0.84,0,0,Winter,No Holiday,Yes
829,26/07/2018,5,27.4,78,0.8,1301,23.2,0,0,0,Summer,No Holiday,Yes
830,13/01/2018,7,-6.5,68,0.6,571,-11.4,0,0,0,Winter,No Holiday,Yes
831,16/03/2018,16,11.6,31,1.4,1999,-4.9,2.11,0,0,Spring,No Holiday,Yes
832,29/01/2018,13,-6.9,23,4.6,1963,-24.6,1.28,0,0,Winter,No Holiday,Yes
833,14/09/2018,21,24.7,61,1.6,2000,16.6,0,0,0,Autumn,No Holiday,Yes
834,22/03/2018,2,1.5,86,2.5,782,-0.5,0,0,0,Spring,No Holiday,Yes
835,9/12/2017,21,-0.1,55,0.7,1654,-8,0,0,0,Winter,No Holiday,Yes
836,12/8/2018,0,29.9,56,2,2000,20.1,0,0,0,Summer,No Holiday,Yes
837,1/4/2018,16,18.2,69,3.2,625,12.4,0.87,0,0,Spring,No Holiday,Yes
838,30/04/2018,4,14.6,57,1.2,495,6.1,0,0,0,Spring,No Holiday,Yes
839,15/09/2018,15,25.2,71,0.2,2000,19.5,0.41,0,0,Autumn,No Holiday,Yes
840,26/05/2018,7,15,64,0.6,902,8.2,0.46,0,0,Spring,No Holiday,Yes
841,14/08/2018,16,36.3,41,2.4,1957,20.9,1.85,0,0,Summer,No Holiday,Yes
842,25/04/2018,8,8.8,37,0.9,1939,-5.1,0.89,0,0,Spring,No Holiday,Yes
843,23/09/2018,15,25,28,2.2,2000,5.2,2.39,0,0,Autumn,Holiday,Yes
844,16/06/2018,2,17.9,60,0.8,2000,10,0,0,0,Summer,No Holiday,Yes
845,17/03/2018,1,3,52,0.7,2000,-5.9,0,0,0,Spring,No Holiday,Yes
846,17/05/2018,15,22.8,95,1.6,294,21.9,0.11,0.5,0,Spring,No Holiday,Yes
847,24/05/2018,22,18.6,54,2.3,1328,9,0,0,0,Spring,No Holiday,Yes
848,17/03/2018,23,6.4,59,1.1,961,-1,0,0,0,Spring,No Holiday,Yes
849,8/8/2018,9,30.2,66,1.4,1131,23.1,1.48,0,0,Summer,No Holiday,Yes
850,1/8/2018,17,39,41,2.6,1881,23.3,1.83,0,0,Summer,No Holiday,Yes
851,26/06/2018,3,25.4,50,1.1,870,14.2,0,0,0,Summer,No Holiday,Yes
852,5/11/2018,5,8,84,0.7,569,5.4,0,0,0,Autumn,No Holiday,Yes
853,8/12/2017,1,-3.7,50,2.5,1902,-12.6,0,0,0,Winter,No Holiday,Yes
854,3/3/2018,8,0.4,38,1.8,1564,-12.3,0.16,0,0,Spring,No Holiday,Yes
855,1/1/2018,20,-0.3,40,1.2,1936,-12.2,0,0,0,Winter,Holiday,Yes
856,26/02/2018,14,9.9,25,1.5,1401,-9.2,2.43,0,0,Winter,No Holiday,Yes
857,21/05/2018,4,12.4,0,0.8,2000,-3.4,0,0,0,Spring,No Holiday,Yes
858,19/05/2018,8,13.7,57,1.4,2000,5.3,1.28,0,0,Spring,No Holiday,Yes
859,7/9/2018,13,24.3,50,2.9,2000,13.2,2.37,0,0,Autumn,No Holiday,Yes
860,21/01/2018,20,0.3,27,0.4,2000,-16.5,0,0,0,Winter,No Holiday,Yes
861,21/08/2018,0,28.3,59,3.7,1945,19.5,0,0,0,Summer,No Holiday,Yes
862,19/12/2017,23,-5.8,57,1.7,2000,-12.9,0,0,2,Winter,No Holiday,Yes
863,2/1/2018,23,-3.8,35,2.3,2000,-17,0,0,0,Winter,No Holiday,Yes
864,12/6/2018,18,24.9,53,3.6,2000,14.6,1.28,0,0,Summer,No Holiday,Yes
865,24/10/2018,11,15.7,53,1,1172,6.1,1.99,0,0,Autumn,No Holiday,Yes
866,8/10/2018,19,16.4,42,1.8,2000,3.4,0,0,0,Autumn,No Holiday,Yes
867,22/10/2018,2,10.5,57,0.2,1837,2.3,0,0,0,Autumn,No Holiday,Yes
868,1/4/2018,11,16.7,55,2.1,1182,7.6,1.37,0,0,Spring,No Holiday,Yes
869,10/4/2018,12,20.5,37,4.6,1761,5.2,2.94,0,0,Spring,No Holiday,Yes
870,8/5/2018,4,15.4,63,1.6,2000,8.3,0,0,0,Spring,No Holiday,Yes
871,10/4/2018,7,7.2,50,1.1,1454,-2.5,0.1,0,0,Spring,No Holiday,Yes
872,10/6/2018,22,21.5,55,1.8,2000,12,0,0,0,Summer,No Holiday,Yes
873,8/5/2018,2,15.5,65,1.3,1953,8.9,0,0,0,Spring,No Holiday,Yes
874,18/04/2018,0,9.6,44,2.2,1417,-2,0,0,0,Spring,No Holiday,Yes
875,11/4/2018,16,16.9,23,4.4,1938,-4.4,2.39,0,0,Spring,No Holiday,No
876,12/2/2018,16,-2.4,33,4.5,1815,-16.5,1.55,0,0,Winter,No Holiday,Yes
877,13/04/2018,3,9.9,27,1.3,2000,-8.2,0,0,0,Spring,No Holiday,Yes
878,13/06/2018,6,18.7,75,0.9,1923,14.1,0.06,0,0,Summer,No Holiday,Yes
879,10/2/2018,10,1.8,73,2.8,270,-2.5,0.69,0,0,Winter,No Holiday,Yes
880,18/07/2018,3,24.7,84,0.7,694,21.8,0,0,0,Summer,No Holiday,Yes
881,14/12/2017,17,-2.9,31,0.6,1723,-17.7,0.09,0,0,Winter,No Holiday,Yes
882,3/12/2017,23,3.9,90,1.3,194,2.4,0,0,0,Winter,No Holiday,Yes
883,4/8/2018,2,29.9,59,1.9,1902,21,0,0,0,Summer,No Holiday,Yes
884,30/05/2018,8,19.3,83,0.6,394,16.3,0.23,0,0,Spring,No Holiday,Yes
885,9/4/2018,21,10.3,38,0.5,1433,-3.4,0,0,0,Spring,No Holiday,Yes
886,9/10/2018,10,14.8,51,1,1998,4.7,1.07,0,0,Autumn,Holiday,No
887,28/08/2018,22,22.9,97,1.3,2000,22.3,0,0.5,0,Summer,No Holiday,Yes
888,9/9/2018,4,17,59,0,2000,8.9,0,0,0,Autumn,No Holiday,Yes
889,19/05/2018,7,11.4,0,1.4,2000,4.5,0.46,0,0,Spring,No Holiday,Yes
890,18/01/2018,1,3.2,72,1.9,306,-1.3,0,0,0,Winter,No Holiday,Yes
891,18/06/2018,9,24.7,59,1.1,616,16.1,1.8,0,0,Summer,No Holiday,Yes
892,6/6/2018,18,26.6,52,2.5,1368,15.9,1.09,0,0,Summer,Holiday,Yes
893,21/12/2017,18,1.7,64,1.3,1140,-4.3,0,0,0.8,Winter,No Holiday,Yes
894,7/10/2018,21,14.4,36,1,2000,-0.5,0,0,0,Autumn,No Holiday,Yes
895,30/11/2018,14,7.8,20,2.2,2000,-13.8,1.67,0,0,Autumn,No Holiday,Yes
896,18/03/2018,2,5.5,56,1.2,1067,-2.5,0,0,0,Spring,No Holiday,Yes
897,29/09/2018,23,18.6,59,0.7,2000,10.4,0,0,0,Autumn,No Holiday,Yes
898,4/4/2018,19,14.3,53,2.1,2000,4.8,0.17,0,0,Spring,No Holiday,Yes
899,10/1/2018,14,-5.3,37,5.3,2000,-17.7,1.05,0,0.3,Winter,No Holiday,Yes
900,21/10/2018,7,7.2,76,0.5,1113,3.2,0,0,0,Autumn,No Holiday,Yes
901,19/12/2017,5,-3.9,66,0.7,1209,-9.3,0,0,2.6,Winter,No Holiday,Yes
902,16/04/2018,6,5,70,0.7,1739,0,0,0,0,Spring,No Holiday,Yes
903,2/1/2018,12,0.9,29,1.9,1761,-15.1,0.88,0,0,Winter,No Holiday,Yes
904,1/12/2017,20,-0.3,79,1.5,1913,-3.5,0,0,0,Winter,No Holiday,Yes
905,22/09/2018,16,25.3,38,3,2000,9.9,1.88,0,0,Autumn,No Holiday,Yes
906,17/04/2018,15,19.9,26,3.5,1628,-0.1,2.8,0,0,Spring,No Holiday,Yes
907,1/8/2018,0,30.5,68,1.9,2000,23.9,0,0,0,Summer,No Holiday,Yes
908,10/8/2018,5,26.1,83,0.3,1617,22.9,0,0,0,Summer,No Holiday,Yes
909,13/04/2018,16,18.3,16,1,2000,-7.9,0.7,0,0,Spring,No Holiday,Yes
910,26/01/2018,21,-14.1,36,1.8,1869,-25.9,0,0,0.3,Winter,No Holiday,Yes
911,26/01/2018,14,-12.1,27,2.5,1879,-27.3,1.25,0,0.4,Winter,No Holiday,Yes
912,16/07/2018,5,24.3,85,1,1496,21.6,0,0,0,Summer,No Holiday,Yes
913,25/05/2018,3,15.4,71,0.5,780,10.1,0,0,0,Spring,No Holiday,Yes
914,23/05/2018,11,18.9,42,3.8,2000,5.6,3.13,0,0,Spring,No Holiday,Yes
915,8/1/2018,21,0.7,77,6.7,692,-2.8,0,0.9,1,Winter,No Holiday,Yes
916,27/07/2018,12,33.7,53,1.9,990,22.7,2.5,0,0,Summer,No Holiday,Yes
917,25/05/2018,9,19.5,44,1.3,995,6.9,1.88,0,0,Spring,No Holiday,Yes
918,16/02/2018,9,-4.3,33,0.7,1923,-18.2,0.6,0,0,Winter,Holiday,Yes
919,5/10/2018,4,17.7,57,1.3,2000,9,0,0,0,Autumn,No Holiday,Yes
920,21/12/2017,20,0.2,72,0.7,990,-4.2,0,0,0.8,Winter,No Holiday,Yes
921,8/5/2018,14,22.2,42,1.7,2000,8.6,2.29,0,0,Spring,No Holiday,Yes
922,22/06/2018,20,25.4,31,2.5,2000,7,0.07,0,0,Summer,No Holiday,Yes
923,2/5/2018,4,18.4,81,0.4,300,15,0,0,0,Spring,No Holiday,Yes
924,30/07/2018,8,28.8,56,1.4,2000,19.1,1.08,0,0,Summer,No Holiday,Yes
925,3/1/2018,2,-5.5,43,2,2000,-16.1,0,0,0,Winter,No Holiday,Yes
926,29/05/2018,5,19.6,64,0.3,1483,12.5,0,0,0,Spring,No Holiday,Yes
927,30/10/2018,19,8,52,2.1,2000,-1.2,0,0,0,Autumn,No Holiday,Yes
928,17/08/2018,8,23.5,44,1.7,1944,10.5,0.98,0,0,Summer,No Holiday,Yes
929,13/12/2017,4,-11.4,58,1.3,1907,-18,0,0,0,Winter,No Holiday,Yes
930,27/06/2018,17,25.1,70,2.2,796,19.2,0.48,0,0,Summer,No Holiday,Yes
931,4/2/2018,14,-7.4,33,4,1713,-20.9,2.17,0,0,Winter,No Holiday,Yes
932,20/07/2018,6,24.6,82,0.2,1157,21.3,0.02,0,0,Summer,No Holiday,Yes
933,29/03/2018,1,13,81,1.9,484,9.8,0,0,0,Spring,No Holiday,Yes
934,5/3/2018,4,5.1,90,2.6,1005,3.5,0,0,0,Spring,No Holiday,Yes
935,23/03/2018,9,3.3,72,1.4,618,-1.2,0.61,0,0,Spring,No Holiday,Yes
936,12/5/2018,16,13.8,97,0.7,196,13.3,0.12,1.5,0,Spring,No Holiday,Yes
937,16/11/2018,14,13.3,53,2.6,761,3.9,1.34,0,0,Autumn,No Holiday,Yes
938,1/6/2018,7,18.1,64,0.6,923,11.1,0.47,0,0,Summer,No Holiday,Yes
939,25/07/2018,18,32.2,58,2.5,1553,22.8,0.44,0,0,Summer,No Holiday,Yes
940,2/2/2018,19,-0.5,43,2.5,1666,-11.5,0,0,0,Winter,No Holiday,Yes
941,14/06/2018,10,19.7,94,1.1,497,18.7,0.61,1,0,Summer,No Holiday,Yes
942,28/04/2018,14,21.3,25,3.8,1884,0.4,3.22,0,0,Spring,No Holiday,Yes
943,1/3/2018,15,1.6,35,4.5,1567,-12.2,2.54,0,0,Spring,Holiday,Yes
944,20/11/2018,5,0.7,49,0.4,1998,-8.8,0,0,0,Autumn,No Holiday,Yes
945,16/03/2018,13,10.4,38,2.4,1959,-3.3,2.99,0,0,Spring,No Holiday,Yes
946,27/12/2017,11,-6.8,28,2.1,1986,-22.3,0.88,0,0,Winter,No Holiday,Yes
947,27/04/2018,13,21,36,1,1164,5.3,2.99,0,0,Spring,No Holiday,Yes
948,12/10/2018,17,16.3,39,1.7,1969,2.3,0.8,0,0,Autumn,No Holiday,Yes
949,12/4/2018,17,18.6,22,3.7,1978,-3.5,1.72,0,0,Spring,No Holiday,Yes
950,14/02/2018,12,6.9,67,3.9,986,1.1,0.42,0,0,Winter,No Holiday,Yes
951,29/07/2018,19,34.4,39,1.2,2000,18.4,0.58,0,0,Summer,No Holiday,Yes
952,10/12/2017,19,1.6,53,4,2000,-6.9,0,0,0,Winter,No Holiday,Yes
953,22/09/2018,13,24.9,32,3.9,2000,7,2.57,0,0,Autumn,No Holiday,Yes
954,3/3/2018,21,10.3,52,2.2,1843,0.8,0,0,0,Spring,No Holiday,Yes
955,13/10/2018,1,8.5,70,0.2,1856,3.3,0,0,0,Autumn,No Holiday,Yes
956,8/2/2018,9,-8.5,55,1,1482,-15.9,0.4,0,0,Winter,No Holiday,Yes
957,11/1/2018,15,-8.3,42,3.8,1745,-18.9,0.93,0,0,Winter,No Holiday,Yes
958,30/11/2018,16,7.2,23,1.5,1945,-12.6,0.72,0,0,Autumn,No Holiday,Yes
959,5/2/2018,11,-8.5,27,4.7,1894,-24.2,1.73,0,0,Winter,No Holiday,Yes
960,15/01/2018,21,3.4,59,0.8,471,-3.8,0,0,0,Winter,No Holiday,Yes
961,29/01/2018,5,-10.4,47,1,1921,-19.5,0,0,0,Winter,No Holiday,Yes
962,26/12/2017,11,-2.1,28,4.9,1887,-18.2,0.87,0,0,Winter,No Holiday,Yes
963,7/12/2017,22,-2.7,48,2.6,1844,-12.2,0,0,0,Winter,No Holiday,Yes
964,10/9/2018,5,19.1,62,1.6,2000,11.6,0,0,0,Autumn,No Holiday,Yes
965,20/04/2018,2,11.7,63,0.5,904,4.8,0,0,0,Spring,No Holiday,Yes
966,1/7/2018,18,22.2,96,1.2,673,21.5,0.09,3.5,0,Summer,No Holiday,Yes
967,8/12/2017,12,-2,30,1.4,1728,-17.3,1.14,0,0,Winter,No Holiday,Yes
968,24/02/2018,9,0.6,64,3.8,430,-5.4,0.65,0,0,Winter,No Holiday,Yes
969,22/11/2018,16,5.9,34,2.9,1985,-8.7,0.55,0,0,Autumn,No Holiday,Yes
970,15/03/2018,18,10.4,98,2.5,116,10,0.03,0,0,Spring,No Holiday,Yes
971,6/2/2018,20,-9.6,34,2.6,2000,-22.5,0,0,0,Winter,No Holiday,Yes
972,20/04/2018,4,11.4,60,0.8,932,3.8,0,0,0,Spring,No Holiday,Yes
973,12/7/2018,16,28.1,74,2.8,1559,23,1.06,0,0,Summer,No Holiday,Yes
974,23/03/2018,14,12.4,33,2.9,811,-3.4,2.71,0,0,Spring,No Holiday,Yes
975,15/11/2018,2,7.1,68,0.6,1082,1.5,0,0,0,Autumn,No Holiday,Yes
976,8/10/2018,5,9.8,63,0.5,2000,3,0,0,0,Autumn,No Holiday,Yes
977,30/07/2018,23,31.7,52,1.2,2000,20.6,0,0,0,Summer,No Holiday,Yes
978,6/11/2018,7,8.3,84,0.9,422,5.7,0,0,0,Autumn,No Holiday,No
979,4/3/2018,23,8.7,91,2.9,957,7.3,0,0,0,Spring,No Holiday,Yes
980,21/09/2018,9,18.2,96,1.3,1251,17.5,0.21,1,0,Autumn,No Holiday,Yes
981,25/04/2018,21,15.9,35,1.4,1999,0.4,0,0,0,Spring,No Holiday,Yes
982,19/03/2018,18,8.6,55,2.4,1958,0,0.09,0,0,Spring,No Holiday,Yes
983,22/11/2018,3,0.6,42,1.1,2000,-10.8,0,0,0,Autumn,No Holiday,Yes
984,17/06/2018,12,24.8,56,0.9,530,15.4,1.57,0,0,Summer,No Holiday,Yes
985,19/07/2018,6,23.3,83,0.2,875,20.2,0.02,0,0,Summer,No Holiday,Yes
986,6/1/2018,18,-0.6,37,1.6,1797,-13.5,0.01,0,0,Winter,No Holiday,Yes
987,23/10/2018,9,11.7,77,0.8,394,7.7,0.25,0,0,Autumn,No Holiday,Yes
988,8/10/2018,16,20.3,25,1.8,2000,-0.3,1.15,0,0,Autumn,No Holiday,Yes
989,9/8/2018,18,28.1,86,2.3,1244,25.5,0.28,0.5,0,Summer,No Holiday,Yes
990,11/7/2018,14,29.2,67,2.8,1725,22.4,1.13,0,0,Summer,No Holiday,Yes
991,19/07/2018,13,32.6,47,2.7,1641,19.8,3.36,0,0,Summer,No Holiday,Yes
992,18/06/2018,20,25.7,43,2.1,2000,12.1,0.12,0,0,Summer,No Holiday,Yes
993,6/9/2018,2,21.6,86,0.2,1353,19.1,0,0,0,Autumn,No Holiday,Yes
994,13/04/2018,14,18.7,14,1.6,2000,-9.3,1.25,0,0,Spring,No Holiday,Yes
995,21/03/2018,20,1.7,85,1.3,396,-0.5,0,0,0,Spring,No Holiday,Yes
996,20/11/2018,12,10.1,23,1.8,1745,-10.1,1.82,0,0,Autumn,No Holiday,Yes
997,7/9/2018,21,20.6,48,2.1,2000,9.1,0,0,0,Autumn,No Holiday,Yes
998,18/03/2018,21,8.8,72,0.9,501,4,0,0,0,Spring,No Holiday,Yes
999,3/8/2018,18,34.4,53,3.3,1650,23.4,0.8,0,0,Summer,No Holiday,Yes
1000,26/01/2018,23,-14.4,38,2.7,1738,-25.6,0,0,0.3,Winter,No Holiday,Yes
1001,13/11/2018,12,12.8,45,1.8,1170,1.1,1.82,0,0,Autumn,No Holiday,Yes
1002,24/01/2018,14,-11.1,26,3.8,1980,-26.8,1.25,0,0.8,Winter,No Holiday,Yes
1003,2/3/2018,2,-5.3,52,1.2,1434,-13.6,0,0,0,Spring,No Holiday,Yes
1004,26/09/2018,15,24.7,35,1.2,2000,8.1,2.28,0,0,Autumn,No Holiday,Yes
1005,2/11/2018,17,17,36,1.5,1672,1.8,0.47,0,0,Autumn,No Holiday,Yes
1006,28/12/2017,5,-5.7,28,1.2,2000,-21.3,0,0,0,Winter,No Holiday,Yes
1007,11/7/2018,15,29.4,68,2.3,1525,22.8,1.29,0,0,Summer,No Holiday,Yes
1008,8/10/2018,14,20.2,24,1.5,2000,-1,1.8,0,0,Autumn,No Holiday,Yes
1009,20/05/2018,10,17,37,1.4,2000,2.1,0.94,0,0,Spring,No Holiday,Yes
1010,16/02/2018,6,-5.2,42,0.7,1980,-16.1,0,0,0,Winter,Holiday,Yes
1011,8/1/2018,13,3,32,1.6,1518,-12.1,0.38,0,0,Winter,No Holiday,Yes
1012,23/06/2018,23,22.5,77,2.7,396,18.2,0,0,0,Summer,No Holiday,Yes
1013,18/11/2018,1,3.2,54,1.2,1968,-5.2,0,0,0,Autumn,No Holiday,Yes
1014,16/04/2018,1,7.6,62,1.2,1885,0.7,0,0,0,Spring,No Holiday,Yes
1015,21/03/2018,12,4.8,51,2.2,1715,-4.5,1.12,0,0,Spring,No Holiday,Yes
1016,28/04/2018,8,12.7,67,0.6,378,6.7,0.86,0,0,Spring,No Holiday,Yes
1017,17/03/2018,9,3.4,49,1.6,1950,-6.3,1.03,0,0,Spring,No Holiday,Yes
1018,2/11/2018,18,14.6,42,1.4,1428,1.8,0.02,0,0,Autumn,No Holiday,Yes
1019,21/10/2018,19,14.9,46,1.4,1455,3.3,0,0,0,Autumn,No Holiday,Yes
1020,26/12/2017,21,-6.6,39,3.2,2000,-18.2,0,0,0,Winter,No Holiday,Yes
1021,24/07/2018,6,27.2,71,0.8,1920,21.4,0.02,0,0,Summer,No Holiday,Yes
1022,8/2/2018,1,-8.5,60,1.2,1908,-14.8,0,0,0,Winter,No Holiday,Yes
1023,3/3/2018,20,11.1,51,3.7,1957,1.3,0,0,0,Spring,No Holiday,Yes
1024,18/11/2018,6,1.9,53,0.4,1813,-6.6,0,0,0,Autumn,No Holiday,Yes
1025,13/11/2018,14,15,37,1.6,1703,0.4,1.82,0,0,Autumn,No Holiday,Yes
1026,15/07/2018,8,26.2,75,0.9,1560,21.4,0.77,0,0,Summer,No Holiday,Yes
1027,11/11/2018,12,10.6,72,2,365,5.7,0.29,0,0,Autumn,No Holiday,Yes
1028,3/9/2018,0,24.7,67,1.2,2000,18.1,0,0,0,Autumn,No Holiday,Yes
1029,23/12/2017,2,5.6,76,1.6,641,1.6,0,0,0,Winter,No Holiday,Yes
1030,26/07/2018,21,30,74,2.7,1056,24.8,0,0,0,Summer,No Holiday,Yes
1031,23/07/2018,17,34.8,49,3,1866,22.5,1.37,0,0,Summer,No Holiday,Yes
1032,1/4/2018,10,14.7,61,2,945,7.2,0.64,0,0,Spring,No Holiday,Yes
1033,26/04/2018,1,12.4,55,1,1836,3.5,0,0,0,Spring,No Holiday,Yes
1034,14/09/2018,15,26.6,55,1.8,2000,16.8,1.1,0,0,Autumn,No Holiday,Yes
1035,19/06/2018,15,26.7,42,2.6,1634,12.7,1.89,0,0,Summer,No Holiday,Yes
1036,18/04/2018,21,12.1,40,2,1308,-1.1,0,0,0,Spring,No Holiday,Yes
1037,31/01/2018,4,-2.4,82,1.5,877,-5,0,0,3.5,Winter,No Holiday,Yes
1038,28/07/2018,21,29.1,78,1.1,1362,24.8,0,0,0,Summer,No Holiday,Yes
1039,9/8/2018,3,28.3,80,1.4,1617,24.5,0,0,0,Summer,No Holiday,Yes
1040,11/4/2018,20,11.9,33,2,2000,-3.8,0,0,0,Spring,No Holiday,No
1041,11/5/2018,2,12.1,85,1.4,321,9.6,0,0,0,Spring,No Holiday,Yes
1042,30/05/2018,7,18.9,85,0.6,289,16.3,0.12,0,0,Spring,No Holiday,Yes
1043,11/10/2018,11,11.7,36,4.3,2000,-2.9,2.28,0,0,Autumn,No Holiday,Yes
1044,16/04/2018,8,6.9,54,0.7,1706,-1.7,0.85,0,0,Spring,No Holiday,Yes
1045,3/10/2018,15,24.1,34,2,1996,7.2,2.14,0,0,Autumn,Holiday,Yes
1046,26/10/2018,6,12.6,64,1.3,1348,5.9,0,0,0,Autumn,No Holiday,Yes
1047,27/10/2018,13,10.6,38,4.6,2000,-3.1,1.63,0,0,Autumn,No Holiday,Yes
1048,6/2/2018,23,-11.8,46,1.1,1860,-21.1,0,0,0,Winter,No Holiday,Yes
1049,10/7/2018,22,25,86,0.5,796,22.4,0,0,0,Summer,No Holiday,Yes
1050,26/06/2018,19,24.2,94,4.7,242,23.1,0.03,1.5,0,Summer,No Holiday,Yes
1051,16/07/2018,22,27.2,69,1.7,2000,21,0,0,0,Summer,No Holiday,Yes
1052,24/11/2018,9,0.3,97,3,34,-0.1,0,9.1,7.1,Autumn,No Holiday,Yes
1053,8/6/2018,1,18.8,84,1.7,658,16,0,0,0,Summer,No Holiday,Yes
1054,26/08/2018,20,22.4,64,0.8,2000,15.2,0,0,0,Summer,No Holiday,Yes
1055,23/12/2017,18,6.6,73,0.4,229,2,0,0,0,Winter,No Holiday,Yes
1056,17/01/2018,4,3,68,0.5,322,-2.3,0,0,0,Winter,No Holiday,Yes
1057,3/3/2018,2,0.9,35,0.5,1856,-12.8,0,0,0,Spring,No Holiday,Yes
1058,28/04/2018,15,21.1,25,4.1,1885,0.2,2.96,0,0,Spring,No Holiday,Yes
1059,1/7/2018,17,22.4,96,0.4,1661,21.7,0.21,1.5,0,Summer,No Holiday,Yes
1060,10/12/2017,16,5.4,71,3.5,622,0.5,0.2,0,0.5,Winter,No Holiday,Yes
1061,9/8/2018,12,31.1,63,3,1795,23.2,1.14,0,0,Summer,No Holiday,Yes
1062,30/05/2018,18,23.6,42,2.1,2000,9.9,1.23,0,0,Spring,No Holiday,Yes
1063,3/4/2018,20,17.3,80,2.4,927,13.8,0,0,0,Spring,No Holiday,Yes
1064,10/8/2018,18,35.2,44,2.6,2000,21.1,1.23,0,0,Summer,No Holiday,Yes
1065,8/3/2018,16,9.5,56,3.1,994,1.1,1.1,0,0,Spring,No Holiday,Yes
1066,3/1/2018,23,-5.9,54,0.8,1968,-13.7,0,0,0,Winter,No Holiday,Yes
1067,18/06/2018,15,30.5,34,2.8,1590,12.8,2.87,0,0,Summer,No Holiday,Yes
1068,13/04/2018,10,15.7,18,1.6,1980,-8.6,1.66,0,0,Spring,No Holiday,Yes
1069,3/10/2018,2,13.2,77,1.2,1972,9.2,0,0,0,Autumn,Holiday,Yes
1070,28/07/2018,22,29,74,0.9,1652,23.8,0,0,0,Summer,No Holiday,Yes
1071,12/7/2018,21,26.3,81,0.8,1910,22.7,0,0,0,Summer,No Holiday,Yes
1072,30/05/2018,19,21.2,52,3.6,1856,10.9,0.55,0,0,Spring,No Holiday,Yes
1073,22/09/2018,1,19.5,83,1.5,1459,16.5,0,0,0,Autumn,No Holiday,Yes
1074,12/7/2018,22,25.9,83,0.6,1827,22.7,0,0,0,Summer,No Holiday,Yes
1075,15/05/2018,9,20.8,53,0.8,381,10.8,1.58,0,0,Spring,No Holiday,Yes
1076,12/3/2018,21,8.7,49,1.7,464,-1.4,0,0,0,Spring,No Holiday,Yes
1077,11/6/2018,22,19,76,0.1,2000,14.6,0,0,0,Summer,No Holiday,Yes
1078,20/10/2018,2,10.1,78,0.1,1887,6.4,0,0,0,Autumn,No Holiday,Yes
1079,17/08/2018,4,22.1,54,1.6,2000,12.3,0,0,0,Summer,No Holiday,Yes
1080,22/07/2018,5,25.5,72,0.4,2000,20,0,0,0,Summer,No Holiday,Yes
1081,15/05/2018,23,24.8,60,1,795,16.5,0,0,0,Spring,No Holiday,Yes
1082,2/3/2018,9,-4.6,34,1.2,1583,-18.1,0.87,0,0,Spring,No Holiday,Yes
