Index,Date,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
663,20/09/2018,0,20.1,58,0.3,2000,11.5,0,0,0,Autumn,No Holiday,Yes
664,10/5/2018,8,13.5,63,2.2,1211,6.5,1.01,0,0,Spring,No Holiday,No
665,5/8/2018,17,32.8,61,4,1878,24.2,1.46,0,0,Summer,No Holiday,Yes
666,12/8/2018,3,28.5,62,1.6,2000,20.5,0,0,0,Summer,No Holiday,Yes
667,19/11/2018,15,11.1,35,1.9,861,-3.8,1.11,0,0,Autumn,No Holiday,Yes
668,30/01/2018,12,-3.2,32,2.7,1900,-17.5,1.01,0,0,Winter,No Holiday,Yes
669,24/08/2018,22,23.5,79,2.9,1860,19.6,0,0,0,Summer,No Holiday,Yes
670,12/9/2018,18,27,44,1.4,2000,13.6,0.62,0,0,Autumn,No Holiday,Yes
671,19/08/2018,4,23.6,61,0.3,2000,15.6,0,0,0,Summer,No Holiday,Yes
672,18/06/2018,4,20.2,78,0.7,884,16.2,0,0,0,Summer,No Holiday,Yes
673,6/4/2018,3,7.2,96,0.8,349,6.5,0,2,0,Spring,No Holiday,Yes
674,10/10/2018,5,13.6,89,2.7,990,11.8,0,0,0,Autumn,No Holiday,Yes
675,3/7/2018,20,28.8,72,0.9,2000,23.2,0.11,0,0,Summer,No Holiday,Yes
676,19/03/2018,5,6.2,89,1.5,338,4.5,0,0,0,Spring,No Holiday,Yes
677,14/12/2017,8,-10.4,54,1.1,1432,-17.9,0.01,0,0,Winter,No Holiday,Yes
678,20/03/2018,5,4.1,42,3.1,2000,-7.6,0,0,0,Spring,No Holiday,Yes
679,15/10/2018,23,14.1,74,1.5,486,9.5,0,0,0,Autumn,No Holiday,Yes
680,20/04/2018,15,26.1,27,1.8,581,5.6,2.59,0,0,Spring,No Holiday,Yes
681,14/02/2018,10,5.2,65,3.9,1313,-0.8,0.56,0,0,Winter,No Holiday,Yes
682,24/11/2018,11,1.2,97,2.3,975,0.7,0.07,0,8.8,Autumn,No Holiday,Yes
683,16/11/2018,20,7.6,76,3.9,603,3.6,0,0,0,Autumn,No Holiday,Yes
684,12/11/2018,2,4.8,66,1.6,2000,-1,0,0,0,Autumn,No Holiday,Yes
685,6/5/2018,19,19,70,0.7,2000,13.3,0.33,0,0,Spring,No Holiday,Yes
686,2/4/2018,11,18.5,61,1.6,1301,10.8,0.95,0,0,Spring,No Holiday,Yes
687,16/02/2018,17,2.5,48,4.2,1979,-7.4,0.76,0,0,Winter,Holiday,Yes
688,14/08/2018,5,27.9,71,0.3,2000,22.1,0,0,0,Summer,No Holiday,Yes
689,4/3/2018,8,8.3,97,0.6,152,7.8,0.01,0,0,Spring,No Holiday,Yes
690,3/7/2018,0,23.2,98,0.2,927,22.8,0,0.5,0,Summer,No Holiday,Yes
691,14/02/2018,11,6.3,67,3.5,1179,0.6,0.52,0,0,Winter,No Holiday,Yes
692,14/12/2017,12,-4.9,34,1.3,1768,-18.3,0.6,0,0,Winter,No Holiday,Yes
693,31/10/2018,15,12,35,3,1908,-3,1.72,0,0,Autumn,No Holiday,Yes
694,19/07/2018,11,30.7,48,1.6,1705,18.4,2.92,0,0,Summer,No Holiday,Yes
695,25/07/2018,4,28.5,74,2.6,1549,23.4,0,0,0,Summer,No Holiday,Yes
696,22/12/2017,15,6.5,55,0.9,801,-1.9,0.38,0,0,Winter,Holiday,Yes
697,22/07/2018,10,32.2,50,0.8,1881,20.4,2.29,0,0,Summer,No Holiday,Yes
698,1/11/2018,11,11.1,46,1.6,1518,-0.1,1.84,0,0,Autumn,No Holiday,Yes
699,14/08/2018,6,27.8,71,0.1,2000,22,0,0,0,Summer,No Holiday,Yes
700,15/04/2018,5,5.8,85,1.3,829,3.4,0,0,0,Spring,No Holiday,Yes
701,25/04/2018,2,7.7,60,0.3,1993,0.4,0,0,0,Spring,No Holiday,Yes
702,30/12/2017,19,2.3,89,0.6,96,0.6,0,0,0,Winter,No Holiday,Yes
703,12/4/2018,15,19.4,24,3.9,2000,-1.7,2.86,0,0,Spring,No Holiday,Yes
704,12/8/2018,12,33.8,44,2,1899,19.8,2.72,0,0,Summer,No Holiday,Yes
705,31/10/2018,2,6.4,65,0,2000,0.2,0,0,0,Autumn,No Holiday,Yes
706,29/10/2018,14,11.3,39,3.7,2000,-2.1,1.18,0,0,Autumn,No Holiday,Yes
707,31/10/2018,22,6.8,58,2.2,1936,-0.9,0,0,0,Autumn,No Holiday,Yes
708,3/5/2018,0,8.7,86,3.1,2000,6.4,0,0,0,Spring,No Holiday,Yes
709,25/10/2018,6,7.5,86,1.3,1301,5.3,0,0,0,Autumn,No Holiday,Yes
710,28/07/2018,19,29.3,78,0,988,25,0.15,0,0,Summer,No Holiday,Yes
711,8/9/2018,9,19.9,51,0.6,1906,9.4,1.46,0,0,Autumn,No Holiday,Yes
712,27/03/2018,2,8.3,70,0.8,394,3.1,0,0,0,Spring,No Holiday,Yes
713,22/05/2018,13,22.7,52,1,1399,12.3,0.94,0,0,Spring,Holiday,Yes
714,11/7/2018,4,24.5,97,1,317,23.9,0,0,0,Summer,No Holiday,Yes
715,8/6/2018,11,21.9,64,2.4,1359,14.7,1.03,0,0,Summer,No Holiday,Yes
716,9/10/2018,3,11,66,0.9,2000,4.8,0,0,0,Autumn,Holiday,No
717,19/11/2018,20,6,50,1.5,931,-3.6,0,0,0,Autumn,No Holiday,Yes
718,30/07/2018,9,30.5,53,1.6,2000,19.8,1.74,0,0,Summer,No Holiday,Yes
719,8/6/2018,8,19.7,69,2,1448,13.8,0.54,0,0,Summer,No Holiday,Yes
720,15/02/2018,7,-3,40,0.9,2000,-14.7,0,0,0,Winter,Holiday,Yes
721,19/09/2018,18,24,55,2.2,1691,14.3,0.12,0,0,Autumn,No Holiday,No
722,5/7/2018,6,23.5,80,0.3,768,19.8,0,0,0,Summer,No Holiday,Yes
723,22/09/2018,3,18.8,90,1,1191,17.1,0,0,0,Autumn,No Holiday,Yes
724,29/08/2018,9,25.8,79,2.7,1963,21.8,0.3,0,0,Summer,No Holiday,Yes
725,11/6/2018,5,18.8,61,1.2,2000,11.1,0,0,0,Summer,No Holiday,Yes
726,9/10/2018,6,10.8,69,0.8,2000,5.3,0,0,0,Autumn,Holiday,No
727,4/11/2018,8,5.7,78,1.1,714,2.1,0.09,0,0,Autumn,No Holiday,Yes
728,26/06/2018,8,20.8,94,1,159,19.7,0.05,3.5,0,Summer,No Holiday,Yes
729,21/05/2018,7,12.3,0,0.9,1989,-2.7,0.48,0,0,Spring,No Holiday,Yes
730,6/7/2018,13,26.2,53,2.1,2000,15.8,2.23,0,0,Summer,No Holiday,Yes
731,17/07/2018,18,31.3,55,2.5,1550,21.1,1.2,0,0,Summer,No Holiday,Yes
732,19/04/2018,19,17.4,34,2.2,779,1.3,0.16,0,0,Spring,No Holiday,Yes
733,9/12/2017,3,-4.3,47,0.6,1992,-13.9,0,0,0,Winter,No Holiday,Yes
734,31/05/2018,17,27.2,42,2.9,1828,13.1,1.79,0,0,Spring,No Holiday,Yes
735,21/02/2018,20,-1.1,43,1.5,2000,-12.1,0,0,0,Winter,No Holiday,Yes
736,18/09/2018,3,18.7,76,0.5,1916,14.3,0,0,0,Autumn,No Holiday,No
737,30/07/2018,19,35.2,43,0.9,2000,20.7,0.42,0,0,Summer,No Holiday,Yes
738,10/11/2018,23,10.3,84,1.3,250,7.7,0,0,0,Autumn,No Holiday,Yes
739,20/10/2018,10,13,49,0.5,1685,2.5,1.61,0,0,Autumn,No Holiday,Yes
740,27/09/2018,14,24.6,34,1.5,2000,7.6,2.74,0,0,Autumn,No Holiday,Yes
741,29/03/2018,7,12.8,82,0.6,370,9.7,0.01,0,0,Spring,No Holiday,Yes
742,6/3/2018,10,3.7,51,1.3,1596,-5.5,1.56,0,0,Spring,No Holiday,Yes
743,20/12/2017,16,-0.5,48,1.1,1722,-10.1,0.12,0,1.6,Winter,No Holiday,Yes
744,18/04/2018,3,7.9,45,0.7,1770,-3.3,0,0,0,Spring,No Holiday,Yes
745,22/09/2018,18,23.2,36,2.8,2000,7.2,0.47,0,0,Autumn,No Holiday,Yes
746,22/07/2018,11,33.8,45,1.9,1928,20.2,2.74,0,0,Summer,No Holiday,Yes
747,16/03/2018,0,8.4,86,2.2,2000,6.1,0,0,0,Spring,No Holiday,Yes
748,6/8/2018,17,35,53,1.5,1618,23.9,1.78,0,0,Summer,No Holiday,Yes
749,25/08/2018,17,26.9,60,2.8,2000,18.4,0.77,0,0,Summer,No Holiday,Yes
750,5/7/2018,4,23.5,80,0.4,924,19.8,0,0,0,Summer,No Holiday,Yes
751,25/11/2018,1,2.7,86,1,460,0.5,0,0,2.9,Autumn,No Holiday,Yes
752,12/4/2018,0,9.5,40,2.4,1987,-3.4,0,0,0,Spring,No Holiday,Yes
753,2/3/2018,17,4.3,21,2.5,1961,-16.1,1.13,0,0,Spring,No Holiday,Yes
754,18/02/2018,15,5,16,2,1970,-18.8,1.42,0,0,Winter,No Holiday,Yes
755,26/09/2018,0,17,51,1.5,2000,6.7,0,0,0,Autumn,No Holiday,Yes
756,23/03/2018,6,2.3,80,0.7,546,-0.8,0,0,0,Spring,No Holiday,Yes
757,25/11/2018,10,4,76,1.3,404,0.1,0.93,0,2.4,Autumn,No Holiday,Yes
758,19/02/2018,9,-0.6,43,0.5,1596,-11.6,0.52,0,0,Winter,No Holiday,Yes
759,25/06/2018,19,29.8,45,1.5,956,16.5,0.32,0,0,Summer,No Holiday,Yes
760,22/03/2018,3,1.3,87,1.7,822,-0.6,0,0,0,Spring,No Holiday,Yes
761,30/12/2017,1,-0.5,83,0.7,244,-3,0,0,0,Winter,No Holiday,Yes
762,8/2/2018,17,1.5,24,1.9,1788,-16.9,0.72,0,0,Winter,No Holiday,Yes
763,3/7/2018,8,24.3,83,0.5,1986,21.2,0.53,0,0,Summer,No Holiday,Yes
764,15/09/2018,4,21.2,83,0.6,2000,18.1,0,0.1,0,Autumn,No Holiday,Yes
765,23/11/2018,1,-0.6,44,2.3,2000,-11.3,0,0,0,Autumn,No Holiday,Yes
766,5/4/2018,5,8.3,81,2,1060,5.2,0,0.1,0,Spring,No Holiday,Yes
767,9/3/2018,9,3.5,60,1.3,1969,-3.5,0.71,0,0,Spring,No Holiday,Yes
768,20/07/2018,2,25.7,84,0.1,1293,22.7,0,0,0,Summer,No Holiday,Yes
769,9/3/2018,10,4.8,54,1.3,1921,-3.7,0.78,0,0,Spring,No Holiday,Yes
770,17/01/2018,12,8.1,51,1.4,367,-1.4,0.75,0,0,Winter,No Holiday,Yes
771,11/8/2018,14,34.5,43,2.6,2000,20,2.37,0,0,Summer,No Holiday,Yes
772,17/03/2018,0,3.7,48,1.6,2000,-6.3,0,0,0,Spring,No Holiday,Yes
773,26/08/2018,19,22.7,69,1.9,2000,16.7,0.08,0,0,Summer,No Holiday,Yes
774,17/07/2018,14,31.8,49,3.5,1429,19.7,2.93,0,0,Summer,No Holiday,Yes
775,21/11/2018,21,4.6,44,1.1,1859,-6.6,0,0,0,Autumn,No Holiday,Yes
776,14/06/2018,3,20.8,73,0.7,756,15.7,0,0,0,Summer,No Holiday,Yes
777,18/11/2018,2,2.9,49,2,1989,-6.7,0,0,0,Autumn,No Holiday,Yes
778,27/02/2018,16,6.9,54,1.1,692,-1.7,0.32,0,0,Winter,No Holiday,Yes
779,12/7/2018,9,26.5,82,2.7,815,23.1,0.57,0,0,Summer,No Holiday,Yes
780,11/8/2018,0,29.8,63,2,2000,21.9,0,0,0,Summer,No Holiday,Yes
781,24/07/2018,14,35.8,49,2.8,1264,23.4,2.4,0,0,Summer,No Holiday,Yes
782,18/05/2018,6,17.4,98,0.3,234,17,0,0,0,Spring,No Holiday,Yes
783,4/10/2018,2,14,73,0.5,1992,9.2,0,0,0,Autumn,No Holiday,No
784,10/10/2018,20,10.6,48,2,2000,0,0,0,0,Autumn,No Holiday,Yes
785,9/11/2018,1,11.4,89,2.6,1376,9.6,0,0,0,Autumn,No Holiday,No
786,4/1/2018,13,-2,32,1,1864,-16.5,0.91,0,0,Winter,No Holiday,Yes
787,28/12/2017,9,-4.3,38,0.7,1877,-16.5,0.04,0,0,Winter,No Holiday,Yes
788,3/5/2018,15,12.2,56,4.8,2000,3.6,0.57,0.5,0,Spring,No Holiday,Yes
789,25/06/2018,17,31.5,42,2.3,990,17,1.36,0,0,Summer,No Holiday,Yes
790,28/04/2018,20,15.1,34,2.2,1981,-0.6,0.01,0,0,Spring,No Holiday,Yes
791,21/04/2018,0,16.3,59,0.2,756,8.2,0,0,0,Spring,No Holiday,Yes
792,5/10/2018,6,17.7,55,1.5,2000,8.5,0,0,0,Autumn,No Holiday,Yes
793,29/11/2018,18,0,46,0.9,1566,-4.8,0,0,0,Autumn,No Holiday,Yes
794,3/2/2018,16,-4.2,31,3.5,1974,-18.8,1.42,0,0,Winter,No Holiday,Yes
795,22/04/2018,16,19.1,52,0.9,1583,9,0.37,0,0,Spring,No Holiday,Yes
796,3/12/2017,4,3.5,73,1,1060,-0.8,0,0,0,Winter,No Holiday,Yes
797,28/12/2017,12,-0.8,38,1,1686,-13.3,0.75,0,0,Winter,No Holiday,Yes
798,19/08/2018,2,24.5,59,0.3,2000,15.9,0,0,0,Summer,No Holiday,Yes
799,20/10/2018,17,19.2,23,1.5,2000,-2.4,0.62,0,0,Autumn,No Holiday,Yes
800,3/2/2018,20,-8.5,31,4.1,2000,-22.6,0,0,0,Winter,No Holiday,Yes
801,5/4/2018,2,9,63,2.1,2000,2.3,0,0,0,Spring,No Holiday,Yes
802,20/08/2018,4,26.2,65,1.1,1542,19,0,0,0,Summer,No Holiday,Yes
803,23/05/2018,21,15.4,61,1.1,1959,7.9,0,0,0,Spring,No Holiday,Yes
804,6/3/2018,11,6.3,41,1.3,1519,-6,2.12,0,0,Spring,No Holiday,Yes
805,14/04/2018,18,9.6,79,1.8,2000,6.1,0.39,0,0,Spring,No Holiday,Yes
806,19/05/2018,17,24.5,35,1.8,1927,8,1.93,0,0,Spring,No Holiday,Yes
807,19/04/2018,2,8.8,49,0.7,1272,-1.3,0,0,0,Spring,No Holiday,Yes
808,12/5/2018,17,14.3,98,0.7,270,13.9,0.08,1.5,0,Spring,No Holiday,Yes
809,9/12/2017,16,4.4,33,1.6,1963,-10.5,0.4,0,0,Winter,No Holiday,Yes
810,21/12/2017,0,-1.3,90,2,259,-2.7,0,0,2.2,Winter,No Holiday,Yes
811,29/03/2018,12,18.2,55,2.3,594,9,2.24,0,0,Spring,No Holiday,Yes
812,31/12/2017,11,0.8,62,2.8,801,-5.6,0.88,0,1.1,Winter,Holiday,Yes
813,31/12/2017,14,3,28,3.8,1956,-13.7,1.1,0,0,Winter,Holiday,Yes
814,25/03/2018,22,8.8,79,2,203,5.3,0,0,0,Spring,No Holiday,Yes
815,2/12/2017,17,6,51,2.5,1891,-3.3,0.06,0,0,Winter,No Holiday,Yes
816,18/04/2018,22,11.3,42,1.6,1189,-1.1,0,0,0,Spring,No Holiday,Yes
817,14/01/2018,12,1.2,58,0.8,550,-6.1,0.74,0,0,Winter,No Holiday,Yes
818,29/07/2018,22,30.4,45,1.6,2000,17.1,0,0,0,Summer,No Holiday,Yes
819,10/10/2018,4,14.3,92,2,714,13,0,0,0,Autumn,No Holiday,Yes
820,23/08/2018,1,30.1,54,0.8,2000,19.7,0,0,0,Summer,No Holiday,Yes
821,7/1/2018,23,1.1,39,0.6,1422,-11.3,0,0,0,Winter,No Holiday,Yes
822,4/5/2018,4,9.5,66,1.1,1737,3.4,0,0,0,Spring,No Holiday,Yes
823,11/12/2017,10,-5.3,32,4.5,2000,-19.4,0.62,0,0,Winter,No Holiday,Yes
824,2/3/2018,23,0.3,38,0.2,1895,-12.3,0,0,0,Spring,No Holiday,Yes
825,21/02/2018,21,-1.6,52,2.2,2000,-10.1,0,0,0,Winter,No Holiday,Yes
826,5/5/2018,11,20.2,41,3.1,1789,6.5,2.56,0,0,Spring,No Holiday,Yes
827,10/2/2018,17,-0.9,19,5,2000,-21.6,0.48,0,0,Winter,No Holiday,Yes
828,21/08/2018,20,27.7,69,1.6,1992,21.4,0.01,0,0,Summer,No Holiday,Yes
829,2/3/2018,7,-6.6,52,0.5,1555,-14.8,0,0,0,Spring,No Holiday,Yes
830,24/11/2018,7,1.2,87,1.9,77,-0.7,0,0,1.3,Autumn,No Holiday,Yes
831,14/05/2018,1,12.4,94,1.3,307,11.4,0,0,0,Spring,No Holiday,Yes
832,31/10/2018,11,8.7,41,2.6,1907,-3.8,1.96,0,0,Autumn,No Holiday,Yes
833,27/04/2018,7,10.1,63,0.7,1163,3.3,0.22,0,0,Spring,No Holiday,Yes
834,30/05/2018,22,17.3,76,1.7,801,13,0,0,0,Spring,No Holiday,Yes
835,20/01/2018,18,4.6,55,3.2,232,-3.6,0.03,0,0,Winter,No Holiday,Yes
836,2/8/2018,6,30.4,54,1.3,2000,20,0.01,0,0,Summer,No Holiday,Yes
837,6/5/2018,4,15.8,93,0.4,268,14.6,0,1.5,0,Spring,No Holiday,Yes
838,2/5/2018,23,9.5,90,3.6,1017,7.9,0,1,0,Spring,No Holiday,Yes
839,13/09/2018,9,21.8,64,1.6,2000,14.6,0.52,0,0,Autumn,No Holiday,Yes
840,30/08/2018,5,24,97,0.9,1347,23.4,0,0.5,0,Summer,No Holiday,Yes
841,16/12/2017,17,-4.6,26,2.6,2000,-21.2,0.17,0,0,Winter,No Holiday,Yes
842,13/03/2018,9,9.4,44,0.3,743,-2.2,0.33,0,0,Spring,No Holiday,Yes
843,10/1/2018,7,-8,70,1.8,2000,-12.5,0,0,0.7,Winter,No Holiday,Yes
844,30/04/2018,0,14.7,54,1.3,718,5.4,0,0,0,Spring,No Holiday,Yes
845,4/12/2017,2,4.4,87,1.8,207,2.4,0,0,0,Winter,No Holiday,Yes
846,18/04/2018,14,18.9,15,1.8,1822,-8.3,3.17,0,0,Spring,No Holiday,Yes
847,2/7/2018,20,23.5,97,0.1,1814,22.9,0.04,24,0,Summer,No Holiday,Yes
848,9/11/2018,20,11.9,72,2.5,526,7,0,0,0,Autumn,No Holiday,No
849,5/1/2018,13,0.9,43,2,1112,-10.2,0.98,0,0,Winter,No Holiday,Yes
850,6/12/2017,5,-3.6,76,0,1934,-7.2,0,0,0.4,Winter,No Holiday,Yes
851,21/02/2018,15,4.2,15,2.7,1995,-20.2,2.21,0,0,Winter,No Holiday,Yes
852,12/9/2018,11,24.8,44,2.1,1955,11.7,2.55,0,0,Autumn,No Holiday,Yes
853,19/10/2018,20,14.2,56,1.8,2000,5.5,0,0,0,Autumn,No Holiday,Yes
854,17/08/2018,18,32.5,28,1.4,2000,11.6,1.06,0,0,Summer,No Holiday,Yes
855,20/01/2018,19,3.5,66,1.7,187,-2.2,0,0,0,Winter,No Holiday,Yes
856,21/04/2018,13,24.6,10,2.7,2000,-9,3.31,0,0,Spring,No Holiday,Yes
857,28/10/2018,8,6.8,89,1.4,1856,5.1,0.05,0,0,Autumn,No Holiday,Yes
858,4/4/2018,8,10.3,86,2.5,2000,8,0.15,0,0,Spring,No Holiday,Yes
859,9/8/2018,10,30.4,63,1.8,1883,22.5,1.32,0,0,Summer,No Holiday,Yes
860,3/8/2018,15,37.4,44,3.2,1499,23,2.71,0,0,Summer,No Holiday,Yes
861,4/3/2018,17,11.8,82,1.7,990,8.8,0.4,0,0,Spring,No Holiday,Yes
862,15/04/2018,9,8.6,66,1.7,881,2.5,1.16,0,0,Spring,No Holiday,Yes
863,28/06/2018,19,20.9,97,1,1747,20.3,0.19,0,0,Summer,No Holiday,Yes
864,1/4/2018,1,11.7,74,0.5,979,7.2,0,0,0,Spring,No Holiday,Yes
865,15/12/2017,11,-2.9,46,1,809,-12.9,0.42,0,0,Winter,No Holiday,Yes
866,5/3/2018,17,10,43,1.4,2000,-2,1.12,0,0,Spring,No Holiday,Yes
867,8/1/2018,16,3.5,36,1.7,1702,-10.2,0.16,0,0,Winter,No Holiday,Yes
868,18/08/2018,15,31.7,30,1.9,1943,11.9,2.23,0,0,Summer,No Holiday,Yes
869,11/2/2018,10,-6.9,21,3.4,1827,-25.6,1.16,0,0,Winter,No Holiday,Yes
870,28/03/2018,10,14.7,62,2.9,684,7.4,1.59,0,0,Spring,No Holiday,Yes
871,7/2/2018,18,-4,27,2.5,2000,-20.2,0.16,0,0,Winter,No Holiday,Yes
872,29/09/2018,5,15,77,0.5,2000,10.9,0,0,0,Autumn,No Holiday,Yes
873,1/6/2018,5,17.8,75,1,1210,13.3,0,0,0,Summer,No Holiday,Yes
874,18/05/2018,20,16.2,76,2.1,2000,11.9,0.02,0,0,Spring,No Holiday,Yes
875,9/8/2018,20,27.9,78,0.6,1989,23.7,0.03,0,0,Summer,No Holiday,Yes
876,11/10/2018,15,13,39,3.7,2000,-0.6,1.09,0,0,Autumn,No Holiday,Yes
877,31/01/2018,16,-0.1,29,1.6,2000,-16,0.5,0,1.8,Winter,No Holiday,Yes
878,9/12/2017,14,4.7,32,2.2,1948,-10.6,1.06,0,0,Winter,No Holiday,Yes
879,23/10/2018,11,13,70,5,989,7.6,0.5,0,0,Autumn,No Holiday,Yes
880,26/08/2018,7,20.7,85,0.5,1052,18,0.11,0,0,Summer,No Holiday,Yes
881,13/09/2018,8,20.9,68,1.3,2000,14.7,0.18,0,0,Autumn,No Holiday,Yes
882,3/11/2018,7,5.2,79,1.3,894,1.8,0,0,0,Autumn,No Holiday,No
883,4/4/2018,2,14.5,97,2.2,179,14,0,3.5,0,Spring,No Holiday,Yes
884,4/3/2018,16,11.7,82,1.1,753,8.7,0.32,0,0,Spring,No Holiday,Yes
885,21/09/2018,10,18.4,96,2,1124,17.7,0.32,1,0,Autumn,No Holiday,Yes
886,20/10/2018,19,14.6,48,1.9,1998,3.6,0,0,0,Autumn,No Holiday,Yes
887,6/10/2018,6,16.5,96,2.3,417,15.8,0,8.5,0,Autumn,No Holiday,No
888,19/09/2018,23,20.4,57,0.9,2000,11.5,0,0,0,Autumn,No Holiday,No
889,9/6/2018,9,24,55,1.8,1411,14.3,1.81,0,0,Summer,No Holiday,Yes
890,25/05/2018,7,14.4,66,1.1,704,8.1,0.42,0,0,Spring,No Holiday,Yes
891,30/10/2018,2,2.1,56,0.5,2000,-5.7,0,0,0,Autumn,No Holiday,Yes
892,13/10/2018,22,11.7,60,0.5,1002,4.1,0,0,0,Autumn,No Holiday,Yes
893,14/12/2017,11,-6.1,38,1,1587,-18.1,0.52,0,0,Winter,No Holiday,Yes
894,14/11/2018,1,6.5,60,0.5,1788,-0.7,0,0,0,Autumn,No Holiday,Yes
895,29/11/2018,11,5.2,26,0.5,1471,-12.7,0.64,0,0,Autumn,No Holiday,Yes
896,24/10/2018,8,8.1,85,1.2,772,5.7,0.26,0,0,Autumn,No Holiday,Yes
897,7/2/2018,1,-12.3,47,1.9,1837,-21.3,0,0,0,Winter,No Holiday,Yes
898,19/07/2018,21,28.8,69,2.4,1619,22.5,0,0,0,Summer,No Holiday,Yes
899,8/8/2018,19,32.6,60,3.5,1982,23.8,0.37,0,0,Summer,No Holiday,Yes
900,16/07/2018,14,33.7,45,2.5,1843,20.1,3.23,0,0,Summer,No Holiday,Yes
901,25/12/2017,20,-2.1,49,1.7,2000,-11.4,0,0,0,Winter,Holiday,Yes
902,20/09/2018,1,20,59,1.1,1999,11.7,0,0,0,Autumn,No Holiday,Yes
903,17/03/2018,6,0.8,63,1,2000,-5.4,0,0,0,Spring,No Holiday,Yes
904,23/06/2018,16,28.3,48,3.1,1232,16.2,2.41,0,0,Summer,No Holiday,Yes
905,10/3/2018,6,1.1,78,1.1,538,-2.3,0,0,0,Spring,No Holiday,Yes
906,3/8/2018,1,31.7,68,0.3,1103,25,0,0,0,Summer,No Holiday,Yes
907,15/10/2018,2,11.8,82,0.7,1262,8.8,0,0,0,Autumn,No Holiday,Yes
908,18/07/2018,2,25.2,82,0.4,791,21.9,0,0,0,Summer,No Holiday,Yes
909,10/6/2018,0,20.2,66,1.5,2000,13.6,0,0,0,Summer,No Holiday,Yes
910,16/02/2018,8,-5.4,38,0.7,2000,-17.5,0.04,0,0,Winter,Holiday,Yes
911,17/01/2018,14,7.7,54,2.6,313,-1,0.58,0,0,Winter,No Holiday,Yes
912,31/08/2018,8,23.1,80,0.2,1066,19.4,0.27,0.1,0,Summer,No Holiday,Yes
913,15/09/2018,7,21.2,84,0.3,2000,18.3,0.05,0,0,Autumn,No Holiday,Yes
914,10/3/2018,17,7.7,46,2.8,1635,-3.2,1.05,0,0,Spring,No Holiday,Yes
915,27/06/2018,14,24.7,72,2.9,720,19.3,1.45,0,0,Summer,No Holiday,Yes
916,28/06/2018,8,24.2,73,1,1581,19,0.96,0,0,Summer,No Holiday,Yes
917,26/06/2018,10,20.3,97,1,103,19.8,0.12,9.5,0,Summer,No Holiday,Yes
918,9/10/2018,8,11.4,66,0.8,1991,5.2,0.18,0,0,Autumn,Holiday,No
919,15/07/2018,22,27.5,77,0.9,1778,23,0,0,0,Summer,No Holiday,Yes
920,5/1/2018,7,-5.3,53,1.1,1300,-13.4,0,0,0,Winter,No Holiday,Yes
921,7/4/2018,0,3,67,3.3,945,-2.5,0,0,0,Spring,No Holiday,Yes
922,28/09/2018,9,16.5,50,1.2,2000,6,0.66,0,0,Autumn,No Holiday,No
923,2/4/2018,20,18.2,65,1.8,1563,11.5,0,0,0,Spring,No Holiday,Yes
924,24/11/2018,13,2.6,83,1.9,1774,0,0.84,0,6,Autumn,No Holiday,Yes
925,9/10/2018,19,17.3,47,2.2,2000,5.8,0,0,0,Autumn,Holiday,No
926,30/05/2018,15,24.3,52,3,1447,13.8,2.55,0,0,Spring,No Holiday,Yes
927,9/5/2018,19,18.8,47,2.8,1988,7.2,0.4,0,0,Spring,No Holiday,Yes
928,3/4/2018,18,18.9,68,3.3,1326,12.8,0.12,0,0,Spring,No Holiday,Yes
929,13/06/2018,4,18.7,74,0.9,1933,13.9,0,0,0,Summer,No Holiday,Yes
930,27/02/2018,1,2.1,44,0.9,1107,-8.9,0,0,0,Winter,No Holiday,Yes
931,31/05/2018,5,14.4,82,1.2,708,11.3,0,0,0,Spring,No Holiday,Yes
932,11/9/2018,9,19.8,49,1.9,2000,8.7,1.24,0,0,Autumn,No Holiday,Yes
933,20/11/2018,9,2.3,43,1.2,1892,-9,0.52,0,0,Autumn,No Holiday,Yes
934,26/04/2018,19,15.2,45,3.3,1138,3.3,0.24,0,0,Spring,No Holiday,Yes
935,12/5/2018,23,15.8,98,1.6,235,15.4,0,1,0,Spring,No Holiday,Yes
936,28/02/2018,0,5.1,52,1.1,614,-3.9,0,0,0,Winter,No Holiday,Yes
937,20/01/2018,7,0.2,60,0.3,1145,-6.6,0,0,0,Winter,No Holiday,Yes
938,17/04/2018,8,8.7,49,0.8,1520,-1.4,0.68,0,0,Spring,No Holiday,Yes
939,20/08/2018,14,32.1,45,2.8,1966,18.6,1.51,0,0,Summer,No Holiday,Yes
940,8/11/2018,17,11.9,97,0.7,269,11.4,0,0,0,Autumn,No Holiday,Yes
941,8/8/2018,20,31,66,2.9,1857,23.8,0.02,0,0,Summer,No Holiday,Yes
942,27/11/2018,11,7.9,64,1.2,383,1.4,0.87,0,0,Autumn,No Holiday,Yes
943,6/8/2018,8,28.7,86,1.4,532,26.1,0.32,0.5,0,Summer,No Holiday,Yes
944,9/11/2018,12,13.9,50,4.1,1964,3.6,2.14,0,0,Autumn,No Holiday,No
945,15/05/2018,0,18.1,77,0.5,287,13.9,0,0,0,Spring,No Holiday,Yes
946,31/10/2018,19,8.4,53,1,2000,-0.6,0,0,0,Autumn,No Holiday,Yes
